authority_text,nrows,removed,added
CEA sec 4c(a)(5),1,"('act_relative', None, None, None)","('other', None, None, None)"
CAA sec 112(l),1,"('act_relative', None, None, None)","('other', None, None, None)"
sec. 201(C),1,"('public_law', None, None, None)","('other', None, None, None)"
sec. 214,1,"('public_law', None, None, None)","('other', None, None, None)"
BBA 1997,1,"('act_relative', None, None, None)","('other', None, None, None)"
"title XIX of the Social Security Act, secs 1923(f) and (h)",1,"('act_relative', None, None, None)","('other', None, None, None)"
1842(o),1,"('act_relative', None, None, None)","('other', None, None, None)"
Section 1832(a)(2)(F) of SSA,1,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 307(b) of BIPA 2000,1,"('act_relative', None, None, None)","('other', None, None, None)"
TSCA 206,1,"('act_relative', None, None, None)","('other', None, None, None)"
"The Agricultural Adjustment Act of 1938, sec 379, as amended",1,"('act_relative', None, None, None)","('other', None, None, None)"
"""Clean Air Act 211(k)""",1,"('act_relative', None, None, None)","('other', None, None, None)"
Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025,1,"('act_relative', None, None, None)","('other', None, None, None)"
Resource Conservation Recovery Act sec 7004(a),1,"('act_relative', None, None, None)","('other', None, None, None)"
FIFRA sec 19,1,"('act_relative', None, None, None)","('other', None, None, None)"
"Social Security Act, sec 605",1,"('act_relative', None, None, None)","('other', None, None, None)"
"Social Security Act, sec 615 to 617",1,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 1814(i)(A) of the Social Security Act,1,"('act_relative', None, None, None)","('other', None, None, None)"
"Social Security Act, sec 1860D-31",1,"('act_relative', None, None, None)","('other', None, None, None)"
"""Clean Air Act""",1,"('act_relative', None, None, None)","('other', None, None, None)"
Social Security Act section 1813 (b) (2),1,"('act_relative', None, None, None)","('other', None, None, None)"
44904,1,"('usc', 49, '44904', None)","('other', None, None, None)"
"""Clean Air Act sec 112(b)(3)""",1,"('act_relative', None, None, None)","('other', None, None, None)"
46301 to 46316,1,"('usc', 49, '46301', None)","('other', None, None, None)"
46504 to 46507,1,"('usc', 49, '46504', None)","('other', None, None, None)"
"Sec 1895 of the Social Security Act,",1,"('act_relative', None, None, None)","('other', None, None, None)"
"Clean Air Act sec 609, title VI",1,"('act_relative', None, None, None)","('other', None, None, None)"
47508,1,"('usc', 49, '47508', None)","('other', None, None, None)"
"MMA, Section 811",1,"('act_relative', None, None, None)","('other', None, None, None)"
CERCLA,1,"('act_relative', None, None, None)","('other', None, None, None)"
"Social Security Act, sec. 1776,",1,"('act_relative', None, None, None)","('other', None, None, None)"
Families First Coronavirus Response Act,1,"('act_relative', None, None, None)","('other', None, None, None)"
SDWA Section 1425,1,"('act_relative', None, None, None)","('other', None, None, None)"
Section 403 of the 2018 FAA Reauthorization Act,1,"('act_relative', None, None, None)","('other', None, None, None)"
sec 409(b)(3) of the Federal Deposit Insurance Corporation Improvement Act,1,"('act_relative', None, None, None)","('other', None, None, None)"
sec. 1101(b) of the Fast Act,1,"('act_relative', None, None, None)","('other', None, None, None)"
"Energy Policy Act of 2005, sec 353",1,"('act_relative', None, None, None)","('other', None, None, None)"
"Clean Air Act Amendments of 1990, section 504(b)",1,"('act_relative', None, None, None)","('other', None, None, None)"
CAA sec 211(k)(6),1,"('act_relative', None, None, None)","('other', None, None, None)"
301,1,"('act_relative', None, None, None)","('other', None, None, None)"
Toxic Substances Control Act sec 8(e),1,"('act_relative', None, None, None)","('other', None, None, None)"
Section 32911 of MAP-21,1,"('act_relative', None, None, None)","('other', None, None, None)"
Section 1902(xx) of the Social Security Act,1,"('act_relative', None, None, None)","('other', None, None, None)"
TSCA 402,1,"('act_relative', None, None, None)","('other', None, None, None)"
Noise Control Act of 1972 sec 8,1,"('act_relative', None, None, None)","('other', None, None, None)"
CAA 112(k),1,"('act_relative', None, None, None)","('other', None, None, None)"
Secs 611-613 of BIPA,1,"('act_relative', None, None, None)","('other', None, None, None)"
"Federal Insecticide, Fungicide, and Rodenticide Act sec 19",1,"('act_relative', None, None, None)","('other', None, None, None)"
CAA title VI,1,"('act_relative', None, None, None)","('other', None, None, None)"
CAA Sec 110(a)(2)(d),1,"('act_relative', None, None, None)","('other', None, None, None)"
FIFRA,1,"('act_relative', None, None, None)","('other', None, None, None)"
CAA Section 114,1,"('act_relative', None, None, None)","('other', None, None, None)"
Section 12314,1,"('public_law', None, None, None)","('other', None, None, None)"
sec 3207 of the Agricultural Act of 2014,1,"('act_relative', None, None, None)","('other', None, None, None)"
sec. 1101(a)(3),1,"('public_law', None, None, None)","('other', None, None, None)"
Social Security Act sec 1881,1,"('act_relative', None, None, None)","('other', None, None, None)"
sec. 1347,1,"('public_law', None, None, None)","('other', None, None, None)"
Sec 205(i) of the Social Security Act,1,"('act_relative', None, None, None)","('other', None, None, None)"
Sec. 521,1,"('public_law', None, None, None)","('other', None, None, None)"
Section 412(a)(9) of the Immigration and Nationality Act,1,"('act_relative', None, None, None)","('other', None, None, None)"
CAA sec 176(c),1,"('act_relative', None, None, None)","('other', None, None, None)"
Employee Retirement Income Security Act of 1974,1,"('act_relative', None, None, None)","('other', None, None, None)"
ERISA sec 734,1,"('act_relative', None, None, None)","('other', None, None, None)"
sec. 20012(b)(5) of MAP-21,1,"('act_relative', None, None, None)","('other', None, None, None)"
Section 7214 of the Agricultural Act of 2014,1,"('act_relative', None, None, None)","('other', None, None, None)"
"MMA, sec. 811",1,"('act_relative', None, None, None)","('other', None, None, None)"
Sec. 701 Bipartisan Budget Act of 2015,1,"('act_relative', None, None, None)","('other', None, None, None)"
TSCA 407,1,"('act_relative', None, None, None)","('other', None, None, None)"
"Social Security Act, sec 620 to 623",1,"('act_relative', None, None, None)","('other', None, None, None)"
1861(S)(7),1,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 1866 of the Social Security Act,1,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 307(b) of the BIPA 2000,1,"('act_relative', None, None, None)","('other', None, None, None)"
"Safe, Accountable, Flexible, Efficient Transportation Equity Act: A Legacy for Users",1,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Air Act Section 129,1,"('act_relative', None, None, None)","('other', None, None, None)"
"46 app USC 808, 839, 802, 803, 835, 841(a), 1114(b), 1195",1,"","('usc', 46, '1114', None) | ('usc', 46, '1195', None) | ('usc', 46, '802', None) | ('usc', 46, '803', None) | ('usc', 46, '835', None) | ('usc', 46, '839', None) | ('usc', 46, '841', None)"
CAA sec 172(a),1,"('act_relative', None, None, None)","('other', None, None, None)"
Section 1886 (d)(5)(F) of the Social Security Act,1,"('act_relative', None, None, None)","('other', None, None, None)"
"Social Security Act, sec 1153",1,"('act_relative', None, None, None)","('other', None, None, None)"
Section 1834(1) of the Social Security Act (the Act).,1,"('act_relative', None, None, None)","('other', None, None, None)"
sec723(c)(3) of the Dodd-Frank Wall Street Reform and Consumer Protection Act,1,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Air Act Title IV,1,"('act_relative', None, None, None)","('other', None, None, None)"
SSA 1851(d)(1),1,"('act_relative', None, None, None)","('other', None, None, None)"
CAA Section 231,1,"('act_relative', None, None, None)","('other', None, None, None)"
Resource Conservation Recovery Act sec 3001(b)(3)(C),1,"('act_relative', None, None, None)","('other', None, None, None)"
CAA 126,1,"('act_relative', None, None, None)","('other', None, None, None)"
"title IV of the Higher Education Act of 1965, as amended",1,"('act_relative', None, None, None)","('other', None, None, None)"
SDWA Section 1422,1,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Water Act sec 118,1,"('act_relative', None, None, None)","('other', None, None, None)"
Virus-Serum-Toxin Act,1,"('act_relative', None, None, None)","('other', None, None, None)"
sec 32 of the Agricultural Adjustment Act of 1935,1,"('act_relative', None, None, None)","('other', None, None, None)"
Section 4 of the MINER Act,1,"('act_relative', None, None, None)","('other', None, None, None)"
46506 to 46507,1,"('usc', 49, '46506', None)","('other', None, None, None)"
sec 1923(a)(2)(D)of the Social Security Act,1,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Air Act Amendments of 1990 title I,1,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 321 of the Energy Independence and Security Act of 2007 (EISA),1,"('act_relative', None, None, None)","('other', None, None, None)"
CAAA 112(n)(3),1,"('act_relative', None, None, None)","('other', None, None, None)"
"DRA, sec. 5111",1,"('act_relative', None, None, None)","('other', None, None, None)"
"Clean Water Act, sec 405(d) and (e)",1,"('act_relative', None, None, None)","('other', None, None, None)"
CAA sec 307(b)(2),1,"('act_relative', None, None, None)","('other', None, None, None)"
44703,1,"('usc', 49, '44703', None)","('other', None, None, None)"
CAA Sec 112,1,"('act_relative', None, None, None)","('other', None, None, None)"
U.S.C. 20141,1,"('usc', 49, '20141', None)","('other', None, None, None)"
Resource Conservation Recovery Act sec 3004(a)(2),1,"('act_relative', None, None, None)","('other', None, None, None)"
33115,1,"('usc', 49, '33115', None)","('other', None, None, None)"
CEA sec4c,1,"('act_relative', None, None, None)","('other', None, None, None)"
32710,1,"('usc', 49, '32710', None)","('other', None, None, None)"
"ERISA sections 4002(b)(3), 4041A(f)(2), 4245(e)(4), and 4281(d)",1,"('act_relative', None, None, None)","('other', None, None, None)"
CAA sec 110(a)(2)(D)(i),1,"('act_relative', None, None, None)","('other', None, None, None)"
694b note,1,"('usc', 15, '694b', None)","('other', None, None, None)"
CEA secs 2(h)(5),1,"('act_relative', None, None, None)","('other', None, None, None)"
Public Health Service Act 245,1,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Air Act secs 114 and 208,1,"('act_relative', None, None, None)","('other', None, None, None)"
"Clean Air Act Title I, Part C",1,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Air Act sec 208,1,"('act_relative', None, None, None)","('other', None, None, None)"
CAA 213(a)(3),1,"('act_relative', None, None, None)","('other', None, None, None)"
Noise Control Act of 1972,1,"('act_relative', None, None, None)","('other', None, None, None)"
CWA sec 502,1,"('act_relative', None, None, None)","('other', None, None, None)"
CAA sec 160,1,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Water Act sec 312,1,"('act_relative', None, None, None)","('other', None, None, None)"
CAA sec112(c)(6),1,"('act_relative', None, None, None)","('other', None, None, None)"
Sec. 1861(dd) of the Social Security Act,1,"('act_relative', None, None, None)","('other', None, None, None)"
CAAA sec 110(a)(2),1,"('act_relative', None, None, None)","('other', None, None, None)"
"Noise Control Act of 1972, 8",1,"('act_relative', None, None, None)","('other', None, None, None)"
Resource Conservation Recovery Act sec 9003,1,"('act_relative', None, None, None)","('other', None, None, None)"
Resource Conservation Recovery Act sec 3001(a),1,"('act_relative', None, None, None)","('other', None, None, None)"
Sec. 1861(v) of the Social Security Act as Amended,1,"('act_relative', None, None, None)","('other', None, None, None)"
CAA sec 164,1,"('act_relative', None, None, None)","('other', None, None, None)"
Social Security Act sec 1895,1,"('act_relative', None, None, None)","('other', None, None, None)"
sec 14 of the Medicare and Medicaid Patient and Program Protection Act of 1987,1,"('act_relative', None, None, None)","('other', None, None, None)"
Title 17 Government Paperwork Elimination Act,1,"('act_relative', None, None, None)","('other', None, None, None)"
